name,id,brewer,alcohol_by_volume,style,category,country
Crop Circle Wheat,1821,Great Dane Pub and Brewing #2,0.0,South German-Style Hefeweizen,German Ale,United States
Pirate Pale,1842,Gaslight Brewery,0.0,American-Style Pale Ale,North American Ale,United States
Oktoberfest,1874,Moosejaw Pizza & Dells Brewing Company,0.0,German-Style Oktoberfest,German Lager,United States
North of the Border Porter,1875,Moosejaw Pizza & Dells Brewing Company,6.0,Porter,Irish Ale,United States
Courthouse Copper,1886,Courthouse Pub,0.0,American-Style Lager,North American Lager,United States
Staggering Elk,4431,Estes Park Brewery,4.5,American-Style Lager,North American Lager,United States
Fat Dog Stout,4451,Stoudt's Brewery,9.0,Oatmeal Stout,British Ale,United States
Aud Blonde,4502,Russian River Brewing,4.5,Golden or Blonde Ale,North American Ale,United States
Squirrel's Nut Brown,4527,North Country Brewery,0.0,American-Style Brown Ale,North American Ale,United States
Alt,4545,The Cambridge House,5.6999998093,German-Style Brown Ale/Altbier,German Ale,United States
Rubaeus,4590,Founders Brewing,7.0,Fruit Beer,Other Style,United States
Saranac Scotch Ale,4625,F.X. Matt Brewing,6.0,Scotch Ale,British Ale,United States
Pipe Organ Pale Ale,4670,The Church Brew Works,4.9000000954,American-Style Pale Ale,North American Ale,United States
The Duke of Winship,4732,Middle Ages Brewing,6.5,Scotch Ale,British Ale,United States
Otto's Weizenbock,4756,Otto's Pub and Brewery,7.1999998093,South German-Style Weizenbock,German Ale,United States
Union Barrel Works Mai-Bock,4795,Union Barrel Works,0.0,German-Style Heller Bock/Maibock,German Lager,United States
Wheatland Wheat,4812,Michigan Brewing,5.0,American-Style Pale Ale,North American Ale,United States
Dead Leaf Green,4825,Russian River Brewing,5.6799998283,Special Bitter or Best Bitter,British Ale,United States
Lust,4833,Midnight Sun Brewing Co.,11.5,Belgian-Style Dark Strong Ale,Belgian and French Ale,United States
Pride,4834,Midnight Sun Brewing Co.,6.5,Belgian-Style Pale Strong Ale,Belgian and French Ale,United States
Pilgrim's Dole,4845,New Holland Brewing Company,10.0,American-Style Barley Wine Ale,North American Ale,United States
Zoomer,4848,New Holland Brewing Company,0.0,Light American Wheat Ale or Lager,Other Style,United States
Indian Red Ale,987,Porterhouse Restaurant and Brewpub,0.0,NA,NA,United States
Pale Ale,1002,John Harvard's Brewhouse - Wilmington,0.0,American-Style Pale Ale,North American Ale,United States
Long Face Amber,1027,Olde Main Brewing,0.0,American-Style Amber/Red Ale,North American Ale,United States
Witchtree ESB,1049,"Fitger's Brewhouse, Brewery and Grill",5.5999999046,NA,NA,United States
Starfire Pale Ale,1053,"Fitger's Brewhouse, Brewery and Grill",6.1999998093,American-Style Pale Ale,North American Ale,United States
Farmhouse Reserve,1054,"Fitger's Brewhouse, Brewery and Grill",6.3000001907,NA,NA,United States
Porter,1057,South Shore Brewery,0.0,Porter,Irish Ale,United States
Loyal Duke Scotch Ale,1086,"Amicas Pizza, Microbrews and More",8.6000003815,Scotch Ale,British Ale,United States
Otis Alt,1090,Elk Grove Brewery & Restaurant,5.3000001907,American-Style Brown Ale,North American Ale,United States
Sisyphus Barleywine,1104,Real Ale Brewing Company,11.100000381,NA,NA,United States
Hibernator Doppelbock,1107,"Main Street Station Casino, Brewery and Hotel",0.0,Traditional German-Style Bock,German Lager,United States
Eager Beaver IPA,1153,Main Street Alehouse,0.0,American-Style India Pale Ale,North American Ale,United States
Arrogant Brit,1157,Cheshire Cat Brewery,5.3000001907,NA,NA,United States
Pilsner,1158,Cheshire Cat Brewery,4.8499999046,NA,NA,United States
Rocktoberfest,1162,Rock Bottom Restaurant & Brewery - Denver,5.0,German-Style Oktoberfest,German Lager,United States
West Bank Pub Ale,1175,Minneapolis Town Hall Brewery,4.5999999046,Classic English-Style Pale Ale,British Ale,United States
Czar Imperial Stout,1198,Avery Brewing Company,11.899999619,American-Style Stout,North American Ale,United States
Hazy Daze Hefeweizen,1218,On Tap Bistro & Brewery,5.5,South German-Style Hefeweizen,German Ale,United States
Navigator Doppelbock,1224,Ballast Point Brewing,8.8999996185,German-Style Doppelbock,German Lager,United States
Nut Brown,1227,Taylor's Restaurant and Brewery,0.0,American-Style Brown Ale,North American Ale,United States
Island Pale Ale (IPA),1239,Coronado Brewing Company,7.0,American-Style India Pale Ale,North American Ale,United States
Uptown Brown,1241,Coronado Brewing Company,0.0,American-Style Brown Ale,North American Ale,United States
Coronado Golden Ale,1244,Coronado Brewing Company,0.0,German-Style Pilsener,German Lager,United States
Grantville Gold,1249,San Diego Brewing,0.0,NA,NA,United States
Old Town Nut Brown,1250,San Diego Brewing,0.0,American-Style Brown Ale,North American Ale,United States
Winter Wheat,1259,San Marcos Brewery & Grill,0.0,NA,NA,United States
Pale Ale,1261,San Marcos Brewery & Grill,0.0,American-Style Pale Ale,North American Ale,United States
Torrey Pines IPA,1271,Oggi's Pizza and Brewing - Vista,6.8000001907,American-Style India Pale Ale,North American Ale,United States
India Pale Ale,1284,Sports City Cafe & Brewery,0.0,American-Style Pale Ale,North American Ale,United States
Red Trolley Ale,1291,Karl Strauss Brewery Gardens - Sorrento Mesa,0.0,American-Style Amber/Red Ale,North American Ale,United States
Black Diamond Imperial Porter,1300,Siletz Roadhouse & Brewery,0.0,American-Style Stout,North American Ale,United States
Heller Hound Bock Beer,1306,Flying Dog Brewery,6.1999998093,German-Style Heller Bock/Maibock,German Lager,United States
Old Knucklehead 2003,1356,BridgePort Brewing,9.1000003815,NA,NA,United States
Bridgeport India Pale Ale,1362,BridgePort Brewing,5.5,American-Style India Pale Ale,North American Ale,United States
Grand Cru 2003,1369,AleSmith Brewing,10.0,NA,NA,United States
Salvation,1384,Avery Brewing Company,9.0,Other Belgian-Style Ales,Belgian and French Ale,United States
"Triple \""H\"";""4",1391,Hops Haven Brew Haus,0.0,NA,NA,United States
Munich Dunkel,1395,Courthouse Pub,0.0,NA,NA,United States
Tripel,1398,New Glarus Brewing Company,10.0,NA,NA,United States
Saranac Hefeweizen,1431,F.X. Matt Brewing,5.5999999046,South German-Style Hefeweizen,German Ale,United States
Cream Ale,1443,Thunderhead Brewery,0.0,American-Style Lager,North American Lager,United States
Double Gueuze (discontinued),1447,Gottberg Brew Pub,0.0,Belgian-Style Fruit Lambic,Belgian and French Ale,United States
Hefeweizen,1453,Rock Bottom Restaurant & Brewery - Milwaukee,0.0,South German-Style Hefeweizen,German Ale,United States
Dark Star,1463,"BBC Brewing Co., LLC",0.0,Porter,Irish Ale,United States
Scottish Ale,1470,Aberdeen Brewing,4.8000001907,NA,NA,United States
Madelia Mild,1490,Bandana Brewery,0.0,English-Style Pale Mild Ale,British Ale,United States
Salmon Tail Pale Ale,1496,Duneland Brewhouse Pub and Restaurant,0.0,American-Style Pale Ale,North American Ale,United States
Bock,1510,Stevens Point Brewery,0.0,Traditional German-Style Bock,German Lager,United States
Luna Stout,1512,Green Bay Brewing,0.0,NA,NA,United States
Fuggles IPA,1539,Shipyard Brewing - Portland,0.0,American-Style India Pale Ale,North American Ale,United States
Big Bear Black Stout,1557,Bear Republic Brewery,8.1000003815,American-Style Imperial Stout,North American Ale,United States
Helles Bock,1587,Green Bay Brewing,0.0,Traditional German-Style Bock,German Lager,United States
Steam,1595,Crescent City Brewhouse,0.0,NA,NA,United States
Dr. Hops Amber Ale,1621,Idaho Brewing,0.0,American-Style Amber/Red Ale,North American Ale,United States
Pale Lager,1713,Sprecher Brewing,0.0,American-Style Lager,North American Lager,United States
Hazed & Infused Dry-Hopped Ale,1740,Boulder Beer Company,4.8499999046,American-Style Pale Ale,North American Ale,United States
German Valley Amber,1745,Long Valley Pub & Brewery,0.0,American-Style Amber/Red Ale,North American Ale,United States
Not Tonight Honey Porter,1760,Heartland Brewery Union Square,6.5,Porter,Irish Ale,United States
Red Rooster Ale,1762,Heartland Brewery Union Square,0.0,American-Style Amber/Red Ale,North American Ale,United States
Cornhusker Lager,1764,Heartland Brewery Union Square,0.0,NA,NA,United States
Amber,1788,Joshua Huddy's Brew Pub and Grill,0.0,American-Style Amber/Red Ale,North American Ale,United States
Winter Solstice Seasonal Ale 2002,1831,Anderson Valley Brewing,0.0,NA,NA,United States
Weizen,1839,Weeping Radish Restaurant and Brewery - Manteo,0.0,South German-Style Hefeweizen,German Ale,United States
"Cali \""Steam\"" Locomotive",1848,JJ Bitting Brewing,0.0,NA,NA,United States
British Nut Brown,1851,Harvest Moon Brewery / Cafe,0.0,American-Style Brown Ale,North American Ale,United States
